Id,Category
812,2
813,2
814,2
815,1
816,2
817,1
818,2
819,2
820,0
821,1
822,2
823,0
824,2
825,1
826,1
827,0
828,0
829,1
830,0
831,0
832,1
833,0
834,2
835,1
836,2
837,0
838,1
839,0
840,2
841,0
842,0
843,1
844,1
845,2
846,1
847,2
848,1
849,1
850,0
851,0
852,0
853,2
854,1
855,0
856,0
857,0
858,0
859,0
860,0
861,2
862,1
863,2
864,0
865,0
866,0
867,1
868,1
869,2
870,0
871,2
872,0
873,0
874,0
875,2
876,2
877,1
878,1
879,0
880,1
881,1
882,2
883,0
884,0
885,1
886,0
887,1
888,0
889,1
890,0
891,0
892,0
893,2
894,0
895,0
896,0
897,0
898,0
899,2
900,0
901,2
902,0
903,1
904,0
905,0
906,0
907,1
908,0
909,2
910,1
911,0
912,0
913,0
914,0
915,0
916,0
917,2
918,2
919,0
920,1
921,0
922,0
923,2
924,2
925,0
926,1
927,0
928,0
929,2
930,0
931,0
932,0
933,2
934,2
935,1
936,0
937,2
938,2
939,2
940,0
941,0
942,1
943,2
944,2
945,0
946,1
947,0
948,0
949,0
950,2
951,1
952,2
953,0
954,2
955,0
956,2
957,1
958,1
959,1
960,2
961,1
962,2
963,2
964,0
965,0
966,2
967,0
968,0
969,1
970,2
971,0
972,0
973,0
974,0
975,2
976,1
977,0
978,0
979,1
980,0
981,0
982,0
983,0
984,2
985,0
986,1
987,2
988,1
989,2
990,0
991,0
992,1
993,0
994,0
995,2
996,2
997,2
998,1
999,1
1000,1
1001,0
1002,1
1003,0
1004,2
1005,0
1006,0
1007,1
1008,0
1009,0
1010,1
1011,0
1012,0
1013,2
1014,1
1015,1
1016,1
1017,0
1018,2
1019,2
1020,1
1021,1
1022,2
1023,1
1024,1
1025,1
1026,0
1027,0
1028,2
1029,0
1030,2
1031,0
1032,0
1033,2
1034,0
1035,0
1036,2
1037,2
1038,0
1039,1
1040,2
1041,0
1042,2
1043,1
1044,1
1045,2
1046,2
1047,2
1048,0
1049,1
1050,1
1051,1
1052,0
1053,1
1054,2
1055,2
1056,1
1057,0
1058,0
1059,2
1060,2
1061,1
1062,0
1063,0
1064,2
1065,0
1066,0
1067,1
1068,0
1069,2
1070,1
1071,0
1072,0
1073,2
1074,1
1075,2
1076,2
1077,0
1078,1
1079,2
1080,2
1081,1
1082,1
1083,0
1084,1
1085,2
1086,1
1087,2
1088,1
1089,0
1090,0
1091,2
1092,0
1093,2
1094,1
1095,0
1096,0
1097,2
1098,2
1099,0
1100,2
1101,1
1102,1
1103,0
1104,2
1105,0
1106,0
1107,1
1108,1
1109,1
1110,1
1111,2
1112,2
1113,2
1114,1
1115,0
1116,1
1117,1
1118,2
1119,0
1120,0
1121,0
1122,2
1123,0
1124,0
1125,0
1126,2
1127,1
1128,0
1129,2
1130,1
1131,2
1132,0
1133,0
1134,2
1135,0
1136,1
1137,2
1138,2
1139,2
1140,2
1141,2
1142,1
1143,2
1144,2
1145,0
1146,0
1147,2
1148,0
1149,0
1150,2
1151,1
1152,2
1153,1
1154,2
1155,0
1156,2
1157,0
1158,0
1159,2
1160,1
1161,0
1162,1
1163,1
1164,0
1165,0
1166,0
1167,0
1168,1
1169,1
1170,1
1171,1
1172,1
1173,2
1174,1
1175,0
1176,0
1177,2
1178,0
1179,0
1180,2
1181,1
1182,1
1183,1
1184,0
1185,0
1186,2
1187,2
1188,1
1189,2
1190,0
1191,0
1192,2
1193,0
1194,2
1195,0
1196,1
1197,2
1198,2
1199,0
1200,1
1201,0
1202,0
1203,2
1204,2
1205,1
1206,2
1207,1
1208,0
1209,0
1210,0
1211,1
1212,0
1213,2
1214,0
1215,2
1216,1
1217,1
1218,2
1219,0
1220,2
1221,0
1222,0
1223,0
1224,2
1225,0
1226,0
1227,1
1228,2
1229,0
1230,2
1231,2
1232,2
1233,1
1234,0
1235,1
1236,2
1237,2
1238,1
1239,0
1240,0
1241,0
1242,2
1243,0
1244,1
1245,1
1246,0
1247,0
1248,2
1249,0
1250,0
1251,1
1252,2
1253,0
1254,2
1255,0
1256,2
1257,2
1258,1
1259,0
1260,0
1261,2
1262,0
1263,2
1264,2
1265,1
1266,2
1267,1
1268,1
1269,1
1270,2
1271,1
1272,0
1273,0
1274,0
1275,1
1276,2
1277,0
1278,2
1279,0
1280,0
1281,0
1282,0
1283,0
1284,1
1285,2
1286,0
1287,2
1288,0
1289,0
1290,2
1291,1
1292,2
1293,0
1294,0
1295,2
1296,0
1297,0
1298,0
1299,1
1300,2
1301,0
1302,2
1303,2
1304,0
1305,0
1306,1
1307,0
1308,0
1309,1
1310,0
1311,0
1312,0
1313,1
1314,1
1315,0
1316,2
1317,0
1318,0
1319,1
1320,0
1321,2
1322,2
1323,0
1324,1
1325,0
1326,1
1327,0
1328,1
1329,2
1330,1
1331,1
1332,0
1333,1
1334,2
1335,0
1336,2
1337,0
1338,1
1339,0
1340,0
1341,0
1342,2
1343,2
1344,0
1345,1
1346,1
1347,0
1348,1
1349,0
1350,0
1351,1
1352,2
1353,0
1354,1
1355,1
1356,2
1357,0
1358,2
1359,1
1360,0
1361,0
1362,0
1363,0
1364,0
1365,1
1366,2
1367,1
1368,2
1369,1
1370,0
1371,0
1372,0
1373,2
1374,1
1375,2
1376,2
1377,1
1378,1
1379,0
1380,0
1381,0
1382,2
1383,0
1384,1
1385,0
1386,1
1387,1
1388,1
1389,0
1390,0
1391,0
1392,1
1393,2
1394,1
1395,0
1396,1
1397,0
1398,2
1399,0
1400,0
1401,0
1402,1
1403,0
1404,1
1405,0
1406,0
1407,1
1408,2
1409,2
1410,2
1411,0
1412,0
1413,1
1414,0
1415,2
1416,1
1417,2
1418,0
1419,1
1420,2
1421,1
1422,2
1423,0
1424,2
1425,0
1426,2
1427,2
1428,0
1429,1
1430,0
1431,0
1432,0
1433,0
1434,0
1435,2
1436,0
1437,2
1438,0
1439,2
1440,0
1441,1
1442,0
1443,2
1444,1
1445,0
1446,2
1447,0
1448,1
1449,2
1450,1
1451,1
1452,0
1453,0
1454,1
1455,0
1456,0
1457,1
1458,0
1459,0
1460,2
1461,1
1462,2
1463,0
1464,2
1465,0
1466,0
1467,0
1468,1
1469,0
1470,2
1471,2
1472,0
1473,0
1474,1
1475,0
1476,2
1477,0
1478,0
1479,2
1480,1
1481,2
1482,1
1483,1
1484,1
1485,2
1486,1
1487,2
1488,1
1489,0
1490,2
1491,2
1492,1
1493,0
1494,2
1495,0
1496,2
1497,1
1498,2
1499,0
1500,0
1501,0
1502,0
1503,1
1504,2
1505,2
1506,1
1507,2
1508,0
1509,2
1510,0
1511,1
1512,2
1513,1
1514,0
1515,2
1516,0
1517,1
1518,2
1519,0
1520,2
1521,0
1522,0
1523,1
1524,0
1525,0
1526,0
1527,0
1528,1
1529,0
1530,1
1531,1
1532,0
1533,1
1534,0
1535,2
1536,0
1537,0
1538,1
1539,1
1540,0
1541,2
1542,0
1543,2
1544,2
1545,0
1546,0
1547,2
1548,1
1549,1
1550,0
1551,0
1552,1
1553,2
1554,0
1555,2
1556,0
1557,2
1558,1
1559,2
1560,0
1561,2
1562,0
1563,0
1564,1
1565,2
1566,2
1567,0
1568,0
1569,1
1570,0
1571,0
1572,0
1573,1
1574,0
1575,2
1576,1
1577,2
1578,1
1579,2
1580,0
1581,1
1582,1
1583,2
1584,2
1585,0
1586,2
1587,1
1588,0
1589,2
1590,0
1591,0
1592,0
1593,1
1594,0
1595,0
1596,1
1597,0
1598,1
1599,1
1600,0
1601,1
1602,1
1603,1
1604,1
1605,2
1606,0
1607,2
1608,0
1609,0
1610,0
1611,1
1612,0
1613,0
1614,0
1615,1
1616,0
1617,0
1618,1
1619,1
1620,0
1621,2
1622,0
1623,1
1624,0
1625,0
1626,1
1627,2
1628,1
1629,0
1630,1
1631,1
1632,0
1633,0
1634,2
1635,2
1636,0
1637,0
1638,1
1639,2
1640,0
1641,1
1642,0
1643,0
1644,1
1645,1
1646,2
1647,1
1648,1
1649,0
1650,1
1651,0
1652,0
1653,1
1654,1
1655,1
1656,0
1657,0
1658,0
1659,1
1660,0
1661,0
1662,1
1663,2
1664,0
1665,2
1666,1
1667,2
1668,1
1669,0
1670,0
1671,1
1672,0
1673,0
1674,2
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,1
1685,2
1686,1
1687,0
1688,0
1689,2
1690,1
1691,0
1692,2
1693,0
1694,1
1695,2
1696,0
1697,0
1698,2
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,1
1706,0
1707,2
1708,1
1709,0
1710,0
1711,1
1712,0
1713,0
1714,2
1715,0
1716,0
1717,0
1718,2
1719,2
1720,0
1721,0
1722,0
1723,0
1724,2
1725,1
1726,0
1727,2
1728,0
1729,1
1730,2
1731,0
1732,2
1733,0
1734,2
1735,2
1736,2
1737,0
1738,0
1739,1
1740,0
1741,0
1742,0
1743,2
1744,0
1745,2
1746,2
1747,2
1748,0
1749,1
1750,0
1751,2
1752,0
1753,0
1754,0
1755,0
1756,2
1757,2
1758,0
1759,2
1760,0
1761,2
1762,1
1763,2
1764,0
1765,0
1766,0
1767,1
1768,0
1769,0
1770,0
1771,1
1772,1
1773,1
1774,1
1775,2
1776,0
1777,2
1778,0
1779,0
1780,2
1781,0
1782,0
1783,0
1784,1
1785,0
1786,0
1787,0
1788,0
1789,1
1790,0
1791,0
1792,0
1793,1
1794,0
1795,1
1796,1
1797,0
1798,2
1799,2
1800,0
1801,0
1802,1
1803,0
1804,0
1805,0
1806,2
1807,0
1808,0
1809,2
1810,1
1811,2
1812,0
1813,0
1814,1
1815,0
1816,2
1817,2
1818,0
1819,1
1820,2
1821,1
1822,0
1823,2
1824,1
1825,0
1826,1
1827,1
1828,0
1829,1
1830,1
1831,0
1832,0
1833,1
1834,0
1835,0
1836,2
1837,0
1838,1
1839,0
1840,1
1841,2
1842,0
1843,0
1844,2
1845,0
1846,0
1847,1
1848,2
1849,0
1850,0
1851,2
1852,0
1853,1
1854,0
1855,2
1856,2
1857,0
1858,1
1859,2
1860,1
1861,0
1862,2
1863,2
1864,0
1865,0
1866,2
1867,0
1868,2
1869,1
1870,2
1871,0
1872,1
1873,0
1874,1
1875,2
1876,2
1877,0
1878,2
1879,1
1880,1
1881,0
1882,2
1883,1
1884,0
1885,1
1886,2
1887,0
1888,0
1889,0
1890,1
1891,1
1892,1
1893,0
1894,0
1895,0
1896,0
1897,0
1898,2
1899,0
1900,1
1901,2
1902,1
1903,0
1904,0
1905,2
1906,0
1907,2
1908,1
1909,0
1910,0
1911,0
1912,2
1913,1
1914,1
1915,0
1916,0
1917,0
1918,2
1919,0
1920,1
1921,2
1922,1
1923,2
1924,2
1925,1
1926,1
1927,1
1928,0
1929,0
1930,2
1931,0
1932,0
1933,1
1934,0
1935,2
1936,0
1937,0
1938,0
1939,0
1940,0
1941,1
1942,0
1943,0
1944,2
1945,1
1946,0
1947,2
1948,2
1949,0
1950,2
1951,0
1952,0
1953,0
1954,0
1955,0
1956,2
1957,2
1958,2
1959,1
1960,1
1961,2
1962,0
1963,0
1964,0
1965,1
1966,2
1967,0
1968,0
1969,0
1970,2
1971,0
1972,0
1973,0
1974,1
1975,0
1976,2
1977,0
1978,1
1979,0
1980,1
1981,0
1982,0
1983,2
1984,2
1985,0
1986,1
1987,2
1988,0
1989,2
1990,1
1991,1
1992,0
1993,1
1994,0
1995,0
1996,2
1997,0
1998,0
1999,1
2000,2
2001,2
2002,1
2003,2
2004,2
2005,2
2006,2
2007,1
2008,0
2009,2
2010,0
2011,0
2012,0
2013,0
2014,0
2015,1
2016,0
2017,2
2018,0
2019,0
2020,2
2021,2
2022,0
2023,1
2024,1
2025,2
2026,0
2027,0
2028,2
2029,0
2030,0
2031,1
2032,0
2033,1
2034,1
2035,2
2036,0
2037,1
2038,2
2039,2
2040,2
2041,2
2042,2
2043,1
2044,1
2045,1
2046,1
2047,0
2048,2
2049,0
2050,0
2051,2
2052,2
2053,1
2054,0
2055,0
2056,2
2057,2
2058,0
2059,2
2060,0
2061,2
2062,0
2063,0
2064,2
2065,0
2066,1
2067,1
2068,0
2069,0
2070,0
2071,0
2072,1
2073,2
2074,0
2075,0
2076,2
2077,1
2078,2
2079,2
2080,0
2081,0
2082,0
2083,2
2084,2
2085,2
2086,0
2087,0
2088,2
2089,0
2090,0
2091,1
2092,2
2093,2
2094,2
2095,0
2096,0
2097,0
2098,1
2099,0
2100,0
2101,1
2102,0
2103,0
2104,2
2105,2
2106,0
2107,0
2108,1
2109,2
2110,1
2111,0
2112,0
2113,0
2114,0
2115,1
2116,0
2117,2
2118,1
2119,0
2120,2
2121,1
2122,2
2123,2
2124,2
2125,2
2126,0
2127,1
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,0
2135,1
2136,0
2137,2
2138,0
2139,2
2140,2
2141,1
2142,1
2143,2
2144,1
2145,0
2146,2
2147,0
2148,2
2149,2
2150,1
2151,1
2152,0
2153,0
2154,2
2155,2
2156,0
2157,0
2158,2
2159,0
2160,2
2161,0
2162,1
2163,1
2164,0
2165,2
2166,2
2167,1
2168,1
2169,0
2170,0
2171,0
2172,1
2173,0
2174,2
2175,0
2176,1
2177,0
2178,0
2179,1
2180,2
2181,2
2182,0
2183,1
2184,2
2185,1
2186,0
2187,1
2188,1
2189,0
2190,0
2191,0
2192,2
2193,0
2194,0
2195,1
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,2
2205,1
2206,0
2207,0
2208,0
2209,2
2210,0
2211,0
2212,0
2213,0
2214,1
2215,0
2216,1
2217,1
2218,2
2219,0
2220,1
2221,0
2222,2
2223,1
2224,1
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,2
2232,0
2233,2
2234,1
2235,1
2236,0
2237,2
2238,2
2239,2
2240,1
2241,1
2242,1
2243,0
2244,0
2245,0
2246,1
2247,0
2248,2
2249,2
2250,2
2251,2
2252,2
2253,1
2254,2
2255,0
2256,0
2257,1
2258,0
2259,2
2260,0
2261,1
2262,1
2263,0
2264,1
2265,0
2266,0
2267,1
2268,1
2269,0
2270,0
2271,1
2272,0
2273,2
2274,0
2275,1
2276,2
2277,1
2278,0
2279,0
2280,1
2281,0
2282,2
2283,0
2284,1
2285,2
2286,0
2287,2
2288,1
2289,1
2290,1
2291,0
2292,0
2293,1
2294,0
2295,0
2296,0
2297,1
2298,0
2299,2
2300,0
2301,2
2302,0
2303,0
2304,0
2305,0
2306,0
2307,1
2308,0
2309,0
2310,0
2311,2
2312,1
2313,0
2314,0
2315,0
2316,0
2317,2
2318,2
2319,2
2320,0
2321,2
2322,0
2323,0
2324,1
2325,0
2326,0
2327,1
2328,0
2329,2
2330,0
2331,1
2332,1
2333,1
2334,2
2335,0
2336,0
2337,0
2338,1
2339,2
2340,1
2341,0
2342,2
2343,0
2344,1
2345,2
2346,2
2347,0
2348,1
2349,1
2350,1
2351,0
2352,2
2353,1
2354,0
2355,2
2356,0
2357,0
2358,2
2359,1
2360,0
2361,1
2362,1
2363,1
2364,0
2365,0
2366,1
2367,0
2368,0
2369,2
2370,0
2371,2
2372,2
2373,0
2374,1
2375,1
2376,0
2377,1
2378,0
2379,1
2380,1
2381,0
2382,0
2383,1
2384,0
2385,1
2386,0
2387,0
2388,1
2389,1
2390,0
2391,2
2392,0
2393,1
2394,1
2395,1
2396,0
2397,2
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,1
2407,1
2408,0
2409,1
2410,0
2411,2
2412,2
2413,0
2414,0
2415,0
2416,1
2417,0
2418,2
2419,2
2420,0
2421,2
2422,2
2423,0
2424,2
2425,0
2426,1
2427,1
2428,1
2429,2
2430,1
2431,0
2432,0
2433,1
2434,1
2435,2
2436,1
2437,0
2438,0
2439,0
2440,0
2441,2
2442,0
2443,0
2444,2
2445,1
2446,0
2447,2
2448,2
2449,2
2450,2
2451,1
2452,1
2453,2
2454,2
2455,1
2456,0
2457,0
2458,1
2459,0
2460,1
2461,1
2462,0
2463,0
2464,1
2465,2
2466,1
2467,2
2468,0
2469,0
2470,0
2471,1
2472,1
2473,1
2474,2
2475,2
2476,0
2477,0
2478,1
2479,1
2480,0
2481,0
2482,0
2483,2
2484,0
2485,0
2486,0
2487,2
2488,1
2489,1
2490,1
2491,1
2492,2
2493,1
2494,0
2495,1
2496,0
2497,1
2498,0
2499,2
2500,0
2501,0
2502,0
2503,2
2504,0
2505,2
2506,0
2507,2
2508,1
2509,1
2510,2
2511,0
2512,2
2513,2
2514,1
2515,2
2516,0
2517,2
2518,1
2519,2
2520,0
2521,0
2522,1
2523,2
2524,2
2525,0
2526,2
2527,0
2528,2
2529,2
2530,1
2531,1
2532,2
2533,0
2534,2
2535,0
2536,0
2537,1
2538,0
2539,0
2540,0
2541,1
2542,0
2543,2
2544,2
2545,0
2546,0
2547,0
2548,0
2549,0
2550,2
2551,2
2552,1
2553,0
2554,1
2555,1
2556,0
2557,0
2558,2
2559,1
2560,0
2561,1
2562,0
2563,1
2564,2
2565,1
2566,1
2567,1
2568,0
2569,1
2570,0
2571,0
2572,0
2573,2
2574,1
2575,0
2576,1
2577,2
2578,0
2579,1
2580,1
2581,0
2582,1
2583,2
2584,0
2585,1
2586,2
2587,1
2588,1
2589,2
2590,0
2591,2
2592,0
2593,1
2594,0
2595,0
2596,0
2597,0
2598,1
2599,2
2600,0
2601,1
2602,1
2603,0
2604,0
2605,0
2606,1
2607,2
2608,0
2609,0
2610,0
2611,2
2612,0
2613,0
2614,1
2615,2
2616,0
2617,1
2618,1
2619,0
2620,0
2621,2
2622,0
2623,1
2624,0
2625,0
2626,1
2627,1
2628,0
2629,2
2630,1
2631,2
2632,2
2633,2
2634,2
2635,2
2636,2
2637,2
2638,2
2639,2
2640,0
2641,0
2642,2
2643,1
2644,1
2645,1
2646,0
2647,0
2648,1
2649,2
2650,0
2651,0
2652,2
2653,0
2654,0
2655,1
2656,1
2657,1
2658,2
2659,1
2660,2
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,2
2669,1
2670,1
2671,1
2672,2
2673,1
2674,0
2675,0
2676,0
2677,2
2678,0
2679,2
2680,1
2681,2
2682,2
2683,0
2684,2
2685,2
2686,1
2687,2
2688,2
2689,0
2690,1
2691,1
2692,0
2693,2
2694,2
2695,0
2696,2
2697,1
2698,0
2699,1
2700,2
2701,2
2702,1
2703,1
2704,1
2705,0
2706,2
2707,1
2708,0
2709,0
2710,0
2711,0
2712,1
2713,2
2714,0
2715,2
2716,2
2717,0
2718,0
2719,2
2720,1
2721,0
2722,2
2723,1
2724,0
2725,0
2726,0
2727,2
2728,0
2729,1
2730,2
2731,2
2732,2
2733,2
2734,1
2735,0
2736,0
2737,1
2738,1
2739,0
2740,0
2741,0
2742,0
2743,1
2744,2
2745,1
2746,0
2747,0
2748,2
2749,0
2750,0
2751,2
2752,0
2753,0
2754,0
2755,2
2756,2
2757,0
2758,1
2759,2
2760,0
2761,0
2762,0
2763,1
2764,1
2765,0
2766,0
2767,0
2768,2
2769,0
2770,0
2771,0
2772,0
2773,0
2774,0
2775,2
2776,2
2777,0
2778,2
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,1
2786,0
2787,1
2788,1
2789,0
2790,2
2791,0
2792,2
2793,2
2794,0
2795,1
2796,0
2797,2
2798,2
2799,1
2800,2
2801,2
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,1
2810,1
2811,2
2812,2
2813,1
2814,2
2815,0
2816,1
2817,0
2818,2
2819,1
2820,0
2821,2
2822,0
2823,2
2824,0
2825,1
2826,1
2827,2
2828,1
2829,0
2830,0
2831,0
2832,2
2833,0
2834,1
2835,0
2836,2
2837,2
2838,1
2839,2
2840,2
2841,2
2842,1
2843,1
2844,1
2845,1
2846,2
2847,0
2848,0
2849,0
2850,0
2851,1
2852,0
2853,1
2854,1
2855,1
2856,0
2857,1
2858,1
2859,1
2860,2
2861,1
2862,1
2863,1
2864,0
2865,1
2866,2
2867,0
2868,0
2869,2
2870,0
2871,0
2872,1
2873,0
2874,0
2875,2
2876,0
2877,1
2878,0
2879,1
2880,0
2881,2
2882,0
2883,1
2884,1
2885,2
2886,0
2887,1
2888,0
2889,1
2890,0
2891,2
2892,0
2893,1
2894,1
2895,2
2896,2
2897,0
2898,0
2899,2
2900,1
2901,0
2902,0
2903,0
2904,1
2905,0
2906,1
2907,2
2908,0
2909,1
2910,0
2911,2
2912,0
2913,0
2914,1
2915,1
2916,1
2917,2
2918,2
2919,0
2920,1
2921,1
2922,1
2923,0
2924,1
2925,0
2926,1
2927,0
2928,0
2929,0
2930,0
2931,2
2932,2
2933,0
2934,1
2935,0
2936,2
2937,0
2938,0
2939,0
2940,0
2941,2
2942,2
2943,0
2944,0
2945,0
2946,0
2947,1
2948,2
2949,2
2950,1
2951,2
2952,0
2953,1
2954,2
2955,0
2956,2
2957,0
2958,0
2959,0
2960,1
2961,1
2962,2
2963,2
2964,2
2965,1
2966,0
2967,1
2968,1
2969,0
2970,0
2971,1
2972,2
2973,0
2974,2
2975,0
2976,0
2977,1
2978,2
2979,1
2980,0
2981,0
2982,0
2983,1
2984,0
2985,1
2986,2
2987,0
2988,0
2989,0
2990,2
2991,0
2992,0
2993,2
2994,2
2995,1
2996,2
